Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,Inventory ID,Vehicle ID,Receipt Number ,Fund
Ladies Sunglasses,80123,DRUG TASK FORCE,1/21/2014,$12.00 ,TF-311-056A,,3604937999,Enterprise
Men's Watch,80125,DRUG TASK FORCE,1/21/2014,$308.00 ,TF-310-004A,,3604503511,Enterprise
Dell Laptop,80126,ITS,1/21/2014,$52.00 ,75987,,3605074793,General Fund
Dell Laptop,80128,ITS,1/21/2014,$146.00 ,75990,,3604642936,General Fund
Dell Laptop,80129,ITS,1/21/2014,$150.00 ,75986,,3604642951,General Fund
Dell Laptop,80130,ITS,1/21/2014,$68.00 ,75975,,Money Order,General Fund
Dell Laptop,80131,ITS,1/21/2014,$52.00 ,75969,,3605074805,General Fund
Dell Laptop,80132,ITS,1/21/2014,$32.00 ,75968,,Money Order,General Fund
Trek 21-Speed Bicycle,80136,POLICE VEHICLE IMPOUND,1/21/2014,$106.21 ,IM-1073171,,3604704037,General Fund
Schwinn 21-Speed Bicycle,80137,POLICE VEHICLE IMPOUND,1/21/2014,$24.01 ,IM-110952,,3604532123,General Fund
"Specialized ""Rock Chopper"" 24-Speed Bicycle",80138,POLICE VEHICLE IMPOUND,1/21/2014,$44.00 ,IM-112302,,3604915450,General Fund
Diamondback 24-Speed Bicycle,80139,POLICE VEHICLE IMPOUND,1/21/2014,$67.66 ,IM-110953,,3604685506,General Fund
Shimano 15-Speed Bicycle,80140,POLICE VEHICLE IMPOUND,1/21/2014,$50.00 ,IM-100156,,3604482785,General Fund
No Rules Kids Bicycle,80141,POLICE VEHICLE IMPOUND,1/21/2014,$13.00 ,IM-1062268,,3604573474,General Fund
Razor Kids Bicycle,80142,POLICE VEHICLE IMPOUND,1/21/2014,$16.06 ,IM-1062267,,3604573489,General Fund
Black & Decker Booster Box,80143,DRUG TASK FORCE,1/21/2014,$21.00 ,TF-311-051,,3604953444,Enterprise
Sentry Safe,80144,POLICE VEHICLE IMPOUND,1/21/2014,$16.00 ,IM-138566,,3604953183,General Fund
"""Dirt Dobber"" Dirt Bike",80145,POLICE VEHICLE IMPOUND,1/21/2014,$60.01 ,IM-586299,,3604586946,General Fund
22 Assorted Bicycles,80146,POLICE VEHICLE IMPOUND,1/21/2014,$68.00 ,"IM-118697,122683,122520,1025694,101052,1059835,121079,682399,682398,1035074,1058539, IM-1035075,1035073,1035072,928534,1054494,112303,112304,112306,130894,109989,103378",,Money Order,General Fund
2 Flammable/Hazardous Material Cabinets,80147,SCHOOL BOARD WAREHOUSE,1/22/2014,$283.75 ,SBS-6222,,3604560994,Enterprise
2 Flammable/Hazardous Material Cabinets,80148,SCHOOL BOARD WAREHOUSE,1/22/2014,$188.00 ,SBS-6223,,3604561003,Enterprise
3 Cafeteria Tables,80149,SCHOOL BOARD WAREHOUSE,1/22/2014,$37.00 ,SBS-6226,,3604649153,Enterprise
2 Flammable/Hazardous Material Cabinets,80150,SCHOOL BOARD WAREHOUSE,1/22/2014,$429.99 ,SBS-6221,,3604805469,Enterprise
2 Computer Tables,80151,SCHOOL BOARD WAREHOUSE,1/22/2014,$25.01 ,SBS-6225A,,3605137517,Enterprise
2 Computer Tables,80152,SCHOOL BOARD WAREHOUSE,1/22/2014,$25.01 ,SBS-6225B,,3605137532,Enterprise
2 Computer Tables,80153,SCHOOL BOARD WAREHOUSE,1/22/2014,$29.01 ,SBS-6225C,,3605137542,Enterprise
2 Video Carts,80154,SCHOOL BOARD WAREHOUSE,1/22/2014,$17.00 ,SBS-6190,,3604669770,Enterprise
"3 RCA 27"" Televisions",80155,SCHOOL BOARD WAREHOUSE,1/22/2014,$9.00 ,SBS-6167A,,3604564897,Enterprise
TV w/Cart,80156,SCHOOL BOARD WAREHOUSE,1/22/2014,$1.00 ,SBS-6187A,,3604566059,Enterprise
TV w/Cart,80157,SCHOOL BOARD WAREHOUSE,1/22/2014,$4.00 ,SBS-6187B,,3604566662,Enterprise
TV Cart,80158,SCHOOL BOARD WAREHOUSE,1/22/2014,$12.69 ,SBS-6218,,3604669782,Enterprise
1 Pallet of Poster Board,80160,SCHOOL BOARD WAREHOUSE,1/22/2014,$42.13 ,SBS-5643K,,3605167377,Enterprise
Monitor w/Cart,80161,SCHOOL BOARD WAREHOUSE,1/22/2014,$4.50 ,SBS-6189A,,3604579860,Enterprise
Monitor w/Cart,80162,SCHOOL BOARD WAREHOUSE,1/22/2014,$4.50 ,SBS-6189B,,3605004548,Enterprise
Men's Diamond Watch,80171,DRUG TASK FORCE,1/22/2014,"$1,725.00 ",TF-311-001,,Cashiers Check,Enterprise
Ladies Ring,80172,DRUG TASK FORCE,1/23/2014,$15.00 ,TF-311-055,,3604669810,Enterprise
Ladies Watch,80173,DRUG TASK FORCE,1/23/2014,$22.01 ,TF-311-011,,3604674572,Enterprise
1 Earring,80174,DRUG TASK FORCE,1/23/2014,$2.00 ,TF-311-019,,3604669939,Enterprise
Ladies Watch,80176,DRUG TASK FORCE,1/27/2014,$33.00 ,TF-311-025A,,3605014278,Enterprise
10kt Watch and 2 10k Bracelets,80177,DRUG TASK FORCE,1/27/2014,"$1,184.99 ",TF-311-028,,3605014298,Enterprise
Diamond 'Rock Star' Pendant,80178,DRUG TASK FORCE,1/28/2014,"$3,725.00 ",TF-311-002A,,3604995687,Enterprise
Radios & Equipment,80180,MDHA,1/23/2014,"$1,640.00 ",MDHA-75890,,3604647986,Enterprise
Men's Watch,80181,DRUG TASK FORCE,1/29/2014,$45.01 ,TF-311-025C,,3605105845,Enterprise
13 Boxes of Law Books,80182,POLICE DEPARTMENT,1/23/2014,$11.15 ,75537,,3604932190,General Fund
3 File Cabinets,80185,POLICE DEPARTMENT,1/23/2014,$27.00 ,"76103, 76104, 76105",,3604987886,General Fund
4 File Cabinets,80186,POLICE DEPARTMENT,1/23/2014,$16.00 ,"76108, 76109, 76116, 76117",,3604987895,General Fund
3 File Cabinets,80187,POLICE DEPARTMENT,1/23/2014,$57.00 ,"76110, 76111, 76120",,3604649170,General Fund
2 File Cabinets,80188,POLICE DEPARTMENT,1/23/2014,$56.00 ,"76114, 76119",,3604649183,General Fund
3 File Cabinets,80189,POLICE DEPARTMENT,1/23/2014,$16.55 ,"76106, 76107, 76115",,3604649195,General Fund
Assorted Parts,80196,WATER SERVICES,1/23/2014,$452.00 ,WS-76166B,,3604882569,Enterprise
1 Lot of Cable,80197,WATER SERVICES,1/23/2014,$238.00 ,WS-76166A,,3604676841,Enterprise
1 Pallet of Service Saddles,80198,WATER SERVICES,1/23/2014,$62.00 ,WS-76168A,,3604882585,Enterprise
Assorted Parts,80199,WATER SERVICES,1/23/2014,$370.00 ,WS-76168B,,3604882601,Enterprise
Assorted Parts,80200,WATER SERVICES,1/23/2014,$37.00 ,WS-76167,,Money Order,Enterprise
Assorted Parts,80201,WATER SERVICES,1/23/2014,$40.00 ,WS-76169,,Money Order,Enterprise
Sink,80202,NASHVILLE CONVENTION CTR,1/23/2014,$81.00 ,NCC-75601,,3604906914,Enterprise
Booth,80204,NASHVILLE CONVENTION CTR,1/23/2014,$34.01 ,NCC-75739,,3604669948,Enterprise
Warmer,80205,NASHVILLE CONVENTION CTR,1/23/2014,$306.00 ,NCC-75598,,Cashiers Check,Enterprise
Warmer,80206,NASHVILLE CONVENTION CTR,1/23/2014,$326.00 ,NCC-75597,,Cashiers Check,Enterprise
Large Wooden Picture Frame,80207,NASHVILLE CONVENTION CTR,1/23/2014,$4.50 ,NCC-75480,,3605135530,Enterprise
Dell Laptop w/Bag,80208,ITS,1/23/2014,$68.01 ,74577,,3605130826,General Fund
Dell Laptop w/Bag,80209,ITS,1/23/2014,$50.01 ,74580,,3604672974,General Fund
Dell Laptop w/Bag,80210,ITS,1/23/2014,$52.00 ,74581,,3604662600,General Fund
Dell Laptop w/Bag,80211,ITS,1/23/2014,$150.00 ,75424,,Money Order,General Fund
Dell Laptop w/Bag,80212,ITS,1/23/2014,$155.00 ,75431,,Money Order,General Fund
Dell Laptop w/Bag,80213,ITS,1/23/2014,$155.00 ,75422,,Money Order,General Fund
Dell Laptop w/Bag,80214,ITS,1/23/2014,$135.00 ,74596,,3604669080,General Fund
Dell Laptop w/Bag,80215,ITS,1/23/2014,$98.00 ,74589,,3605130836,General Fund
Dell Laptop w/Bag,80216,ITS,1/23/2014,$71.00 ,74594,,3605130849,General Fund
1975 Chevrolet Caprice Convertible,80217,DRUG TASK FORCE,1/23/2014,"$10,900.00 ",TF-311-065,,3604990440,Enterprise
Dell Laptop w/Bag,80219,ITS,1/23/2014,$50.00 ,74560,,Money Order,General Fund
2008 Chevrolet Impala,80220,OFM-POLICE,1/23/2014,$995.02 ,,1696 JH,Cashiers Check,Enterprise
Weed Eater,80221,HEALTH,1/23/2014,$43.00 ,76056,,3604669962,General Fund
2005 Chevrolet Impala,80222,OFM-POLICE,1/23/2014,$650.00 ,,P 7493 AM,Money Order,Enterprise
2009 Chevrolet Impala,80223,OFM-POLICE,1/23/2014,$765.00 ,,1998 JI,3604657711,Enterprise
Pro Force Blower,80224,HEALTH,1/23/2014,$42.00 ,76059,,3604669983,General Fund
2000 John Deere Turf Tractor,80225,OFM-PARKS,1/23/2014,"$4,875.00 ",,29 5028,Cashiers Check,Enterprise
Stihl Hedge Trimmer,80226,HEALTH,1/23/2014,$78.25 ,76058,,3604906933,General Fund
Floor Jack,80227,HEALTH,1/23/2014,$60.01 ,76057,,3604669996,General Fund
Shelving,80228,HEALTH,1/23/2014,$465.00 ,"76138, 76139, 76140, 76141, 76142, 76143, 76144, 76145, 76146, 76147, 76148",,3604987920,General Fund
2003 Bobcat Zero Turn Mower,80229,OFM-SHERIFF,1/23/2014,"$1,975.00 ",,34093,Cashiers Check,Enterprise
2003 Bobcat Zero Turn Mower,80230,OFM-SHERIFF,1/23/2014,"$2,025.00 ",,34095,Cashiers Check,Enterprise
Dell Laptop,80231,ITS,1/27/2014,$43.51 ,70105,,3605130003,General Fund
Dell Laptop,80232,ITS,1/27/2014,$37.51 ,70106,,3605010182,General Fund
Dell Laptop,80233,ITS,1/27/2014,$37.51 ,70062,,3605130014,General Fund
Dell Laptop,80234,ITS,1/27/2014,$45.00 ,70061,,3605001742,General Fund
Dell Laptop,80235,ITS,1/27/2014,$42.00 ,70063,,3605001764,General Fund
Dell Laptop,80236,ITS,1/27/2014,$38.60 ,70064,,3605130026,General Fund
Dell Laptop,80237,ITS,1/27/2014,$37.51 ,71620,,3605130038,General Fund
Dell Laptop,80241,ITS,1/27/2014,$2.00 ,70108,,3605011670,General Fund
Lanier Cassette Duplicator,80244,DISTRICT ATTORNEY,1/27/2014,$6.50 ,DA-71498,,3604965437,Enterprise
Dell Computer,80245,DISTRICT ATTORNEY,1/27/2014,$2.00 ,DA-71490,,3604911586,Enterprise
6 Wheel Dolly,80246,NASHVILLE CONVENTION CTR,1/27/2014,$25.01 ,NCC-76711,,3605069696,Enterprise
Crystal Springs Water Machine,80247,NASHVILLE CONVENTION CTR,1/27/2014,$52.00 ,NCC-76379A,,3605077567,Enterprise
Ladder,80249,NASHVILLE CONVENTION CTR,1/27/2014,$6.02 ,NCC-76459,,3604908472,Enterprise
Step Ladder,80252,NASHVILLE CONVENTION CTR,1/27/2014,$16.01 ,NCC-76458,,3605070044,Enterprise
6 Barriers,80253,NASHVILLE CONVENTION CTR,1/27/2014,$38.00 ,"NCC-76457, NCC-76721",,3604923509,Enterprise
9 Stands,80254,NASHVILLE CONVENTION CTR,1/27/2014,$8.17 ,NCC-76398,,3604908138,Enterprise
"Toshiba 32"" Television",80255,NASHVILLE CONVENTION CTR,1/27/2014,$7.77 ,NCC-76432,,3605146042,Enterprise
Powermatic Table Saw,80256,NASHVILLE CONVENTION CTR,1/27/2014,$437.23 ,NCC-77222,,3604931107,Enterprise
Krueger Table,80257,NASHVILLE CONVENTION CTR,1/27/2014,$4.01 ,NCC-76451,,Money Order,Enterprise
15 DVD's,80264,DRUG TASK FORCE,1/28/2014,$17.00 ,TF-311-022B,,3604994277,Enterprise
15 DVD's,80266,DRUG TASK FORCE,1/28/2014,$11.00 ,TF-311-022E,,3605141206,Enterprise
10 Stackable Chairs,80269,NASHVILLE CONVENTION CTR,1/30/2014,$57.00 ,NCC-74908,,3605146985,Enterprise
10 Chairs,80270,NASHVILLE CONVENTION CTR,1/30/2014,$9.51 ,NCC-74907,,Cashiers Check,Enterprise
10 Stackable Chairs,80271,NASHVILLE CONVENTION CTR,1/30/2014,$16.00 ,NCC-74905,,Cashiers Check,Enterprise
Metal Desk,80276,NASHVILLE CONVENTION CTR,1/30/2014,$8.00 ,NCC-74472,,3605252500,Enterprise
End Table,80283,WATER SERVICES,1/30/2014,$6.00 ,WS-74747,,3605151370,Enterprise
Office Chair,80285,WATER SERVICES,1/30/2014,$46.00 ,WS-74751,,3605152886,Enterprise
Wooden Table,80289,WATER SERVICES,1/30/2014,$18.00 ,WS-74766,,3605200733,Enterprise
2003 Toyota Camry,80302,DRUG TASK FORCE,1/30/2014,"$2,455.00 ",TF-312-064,,Money Order,Enterprise
Hobart 512 Slicer,79916,SCHOOL BOARD WAREHOUSE,1/6/2014,$103.00 ,SBS-6206,,3606505419,Enterprise
Assorted Kitchen Ware,79923,SCHOOL BOARD WAREHOUSE,1/6/2014,$89.56 ,SBS-6215B,,3606505439,Enterprise
Kitchen Ware,79927,SCHOOL BOARD WAREHOUSE,1/6/2014,$57.00 ,SBS-6215F,,3606505460,Enterprise
Steamer,79933,SCHOOL BOARD WAREHOUSE,1/6/2014,$205.00 ,SBS-6197,,3606505480,Enterprise
Table w/Wheels,79953,NASHVILLE CONVENTION CTR,1/7/2014,$30.00 ,NCC-75656,,3606505498,Enterprise
Panasonic Color High Speed Scanner,79967,FINANCE,1/8/2014,$248.01 ,73637,,3606505520,General Fund
1 Box of Assorted Pen Lights,79972,PUBLIC LIBRARY,1/8/2014,$21.00 ,75565,,3605508505,General Fund
"Vacant Land - 433 Roger Williams Avenue, Nashville, TN 37207",79975,PUBLIC PROPERTY,1/16/2014,"$7,601.00 ",RPS-14014,,Cashiers Check,General Fund
5 2-Drawer File Cabinets,79993,METRO ACTION,1/9/2014,$11.00 ,"MAC-74127, MAC-74128, MAC-74152, MAC-74153, MAC-74156",,3606110314,Enterprise
Kid Size CPU Desk,80002,METRO ACTION,1/9/2014,$17.00 ,MAC-74068,,3605571334,Enterprise
2 Chairs,80005,METRO ACTION,1/9/2014,$3.00 ,"MAC-74103, MAC-74157",,3605507970,Enterprise
Chair,80007,METRO ACTION,1/9/2014,$3.00 ,MAC-74100,,3605508172,Enterprise
46 Assorted Dell Computers,80013,ITS,1/9/2014,$935.00 ,"75228, 75193, 75209, 75223, 75215, 75225, 75198, 75201, 75208, 75207, 75229, 75196, 75267, 75222, 75266, 75203, 75264, 75255, 75271, 75205, 75262, 75258, 75189, 75270, 75224, 75257, 75218, 75190, 75211, 75259, 75272, 75202, 75206, 75216, 75269, 75265, 751",,3606708722,General Fund
Dell Laptop,80016,ITS,1/9/2014,$43.00 ,74559,,3605508697,General Fund
Hamilton Music Stand,80020,NASHVILLE CONVENTION CTR,1/14/2014,$10.00 ,NCC-75651,,3606171274,Enterprise
21 Oxygen Regulators,80034,FIRE,1/14/2014,$27.00 ,75891,,3606505532,General Fund
2 GM Transmission Cores,80045,OFM,1/14/2014,$42.00 ,OFM-76218A,,3606113381,Enterprise
2 GM Transmission Cores,80046,OFM,1/14/2014,$32.00 ,OFM-76218B,,3606113398,Enterprise
GM Transmission Core,80047,OFM,1/14/2014,$21.00 ,OFM-76218C,,Money Order,Enterprise
Sunglasses,80066,DRUG TASK FORCE,1/13/2014,$25.00 ,TF-311-033D,,3606145056,Enterprise
Sunglasses,80068,DRUG TASK FORCE,1/13/2014,$33.00 ,TF-311-033F,,3606145066,Enterprise
Sunglasses,80070,DRUG TASK FORCE,1/13/2014,$88.00 ,TF-311-033H,,3606145932,Enterprise
Sunglasses w/ Case,80071,DRUG TASK FORCE,1/14/2014,$52.00 ,TF-311-033I,,Money Order,Enterprise
Dell Laptop w/Bag,80081,ITS,1/15/2014,$74.35 ,74544,,3605526330,General Fund
T-Mobile G1 Shells,80085,POLICE STATE FELONY FORFEITURE,1/16/2014,$2.00 ,PSFF-34-018,,3605484967,Enterprise
T-Mobile G1 Shells,80088,POLICE STATE FELONY FORFEITURE,1/16/2014,$1.00 ,PSFF-34-017,,3605484969,Enterprise
Cubby,80106,METRO ACTION,1/16/2014,$78.00 ,MAC-74021C,,3606185719,Enterprise
Cloth Bulletin Board w/Stand,80113,NASHVILLE CONVENTION CTR,1/16/2014,$6.00 ,"NCC-73173, NCC-73174, NCC-73161",,3605690980,Enterprise
Ladies Sunglasses,80124,DRUG TASK FORCE,1/21/2014,$11.00 ,TF-311-056B,,Cashiers Check,Enterprise
Dell Laptop,80127,ITS,1/21/2014,$155.00 ,75989,,3606481109,General Fund
Dell Laptop,80133,ITS,1/21/2014,$52.00 ,75984,,3605517585,General Fund
Dell Laptop,80134,ITS,1/21/2014,$52.00 ,75982,,3605517604,General Fund
Dell Laptop,80135,ITS,1/21/2014,$62.00 ,75981,,3605517614,General Fund
3 Apollo Projection Screens,80166,SCHOOL BOARD WAREHOUSE,1/22/2014,$27.50 ,SBS-6148B,,3605430521,Enterprise
Upright Piano,80167,SCHOOL BOARD WAREHOUSE,1/22/2014,$47.00 ,SBS-6219,,3605450583,Enterprise
Ladies Diamond Cluster Ring,80169,DRUG TASK FORCE,1/22/2014,$600.00 ,TF-311-010,,Money Order,Enterprise
Diamond Cluster Earrings,80170,DRUG TASK FORCE,1/22/2014,$320.00 ,TF-311-018,,3606791030,Enterprise
10Kt White Gold Diamond Chain,80175,DRUG TASK FORCE,1/27/2014,$775.00 ,TF-311-002B,,Cashiers Check,Enterprise
'Shrek' Diamond Pendant,80183,DRUG TASK FORCE,1/30/2014,"$1,725.00 ",TF-311-005A,,Cashiers Check,Enterprise
1 Lot of Assorted Supplies,80184,POLICE DEPARTMENT,1/23/2014,$13.00 ,"75553, 75554, 75557, 75558, 75559",,3606505546,General Fund
10kt White Gold Diamond Chain,80190,DRUG TASK FORCE,1/30/2014,$965.00 ,TF-311-005B,,Cashiers Check,Enterprise
Necklace w/ 2 Heart Pendants,80191,DRUG TASK FORCE,1/30/2014,$68.00 ,TF-311-015,,3605319230,Enterprise
10kt White Gold Diamond Pendant,80192,DRUG TASK FORCE,2/3/2014,$565.00 ,TF-311-007A,,3605509551,Enterprise
10kt White Gold Foxtail Chain,80193,DRUG TASK FORCE,2/3/2014,$760.00 ,TF-311-007B,,Money Order,Enterprise
Men's Watch,80194,DRUG TASK FORCE,2/4/2014,$43.01 ,TF-311-025D,,3605509564,Enterprise
10kt White Gold Diamond Cross Pendant,80195,DRUG TASK FORCE,2/4/2014,$806.00 ,TF-311-006,,Money Order,Enterprise
Dell Laptop,80238,ITS,1/27/2014,$34.00 ,70113,,3606436692,General Fund
Dell Laptop,80239,ITS,1/27/2014,$35.51 ,70112,,3606436715,General Fund
Dell Laptop,80240,ITS,1/27/2014,$30.00 ,70107,,3606436727,General Fund
4 Laptop Bags,80242,ITS,1/27/2014,$21.00 ,"72304, 72310, 72319, 72320",,3605942150,General Fund
3 Metal File Racks,80243,DRUG TASK FORCE,1/27/2014,$2.00 ,TF-73035,,3605526361,Enterprise
Rubbermaid Cart,80248,NASHVILLE CONVENTION CTR,1/27/2014,$32.00 ,NCC-76379,,3605450609,Enterprise
Metal Cart,80250,NASHVILLE CONVENTION CTR,1/27/2014,$3.02 ,NCC-76480,,3605450622,Enterprise
Mariani Cart,80251,NASHVILLE CONVENTION CTR,1/27/2014,$6.01 ,NCC-76465A,,3605450632,Enterprise
Round Table,80258,NASHVILLE CONVENTION CTR,1/27/2014,$27.00 ,NCC-76415,,3605430540,Enterprise
Round Table,80259,NASHVILLE CONVENTION CTR,1/27/2014,$27.00 ,NCC-76481,,3605430564,Enterprise
Diamond Cross Pendant and Chain,80260,DRUG TASK FORCE,2/5/2014,$283.00 ,TF-310-021,,Cashiers Check,Enterprise
Diamond Mouse Pendant,80261,DRUG TASK FORCE,2/5/2014,$825.00 ,TF-310-019B,,Money Order,Enterprise
Burberry Purse,80263,DRUG TASK FORCE,1/28/2014,$41.00 ,TF-311-036T,,3606027063,Enterprise
15 DVD's,80265,DRUG TASK FORCE,1/28/2014,$17.00 ,TF-311-022D,,3607192725,Enterprise
15 DVD's,80267,DRUG TASK FORCE,1/28/2014,$17.00 ,TF-311-022F,,3605472840,Enterprise
16 DVD's,80268,DRUG TASK FORCE,1/28/2014,$13.00 ,TF-311-022C,,3607192747,Enterprise
Table,80272,NASHVILLE CONVENTION CTR,1/30/2014,$3.02 ,NCC-74339,,3607188455,Enterprise
Table,80273,NASHVILLE CONVENTION CTR,1/30/2014,$5.00 ,NCC-74340,,3607188469,Enterprise
Table,80274,NASHVILLE CONVENTION CTR,1/30/2014,$1.00 ,NCC-74370,,3607188494,Enterprise
Table,80275,NASHVILLE CONVENTION CTR,1/30/2014,$5.01 ,NCC-74341,,3605865703,Enterprise
2 Crowd Control Posts,80277,NASHVILLE CONVENTION CTR,1/30/2014,$11.00 ,NCC-74372,,3607073754,Enterprise
Chair,80278,NASHVILLE CONVENTION CTR,1/30/2014,$2.00 ,NCC-74466,,3605383632,Enterprise
Chair,80279,NASHVILLE CONVENTION CTR,1/30/2014,$4.00 ,NCC-74467,,3605383640,Enterprise
3 Control Posts,80280,NASHVILLE CONVENTION CTR,1/30/2014,$21.00 ,"NCC-74462, NCC-74461, NCC-74463",,3607156246,Enterprise
2 Rolling Office Chairs,80281,NASHVILLE CONVENTION CTR,1/30/2014,$13.51 ,"NCC-74914, NCC-74915",,3605438015,Enterprise
Piano Bench,80282,NASHVILLE CONVENTION CTR,1/30/2014,$29.00 ,NCC-74465,,3605488229,Enterprise
Desk,80284,WATER SERVICES,1/30/2014,$6.00 ,WS-74746,,3605407317,Enterprise
Table,80287,WATER SERVICES,1/30/2014,$6.12 ,WS-74764,,3607156281,Enterprise
Chair,80288,WATER SERVICES,1/30/2014,$2.00 ,WS-74750,,3606436737,Enterprise
Round Table,80290,NASHVILLE CONVENTION CTR,1/30/2014,$9.00 ,NCC-74456,,3605526634,Enterprise
Round Table,80291,NASHVILLE CONVENTION CTR,1/30/2014,$9.00 ,NCC-74459,,3605526656,Enterprise
Round Table,80292,NASHVILLE CONVENTION CTR,1/30/2014,$6.00 ,NCC-74457,,3607188533,Enterprise
Round Table,80293,NASHVILLE CONVENTION CTR,1/30/2014,$9.00 ,NCC-74458,,3605526672,Enterprise
Round Table,80294,NASHVILLE CONVENTION CTR,1/30/2014,$1.00 ,NCC-74447,,3607188562,Enterprise
Round Table,80295,NASHVILLE CONVENTION CTR,1/30/2014,$5.00 ,NCC-74448,,3607188745,Enterprise
2 Round Tables,80296,NASHVILLE CONVENTION CTR,1/30/2014,$6.45 ,"NCC-74444, NCC-74446",,3607188771,Enterprise
2 Round Tables,80297,NASHVILLE CONVENTION CTR,1/30/2014,$6.77 ,"NCC-74449, NCC-74450",,3607188821,Enterprise
2 Round Tables,80298,NASHVILLE CONVENTION CTR,1/30/2014,$6.17 ,"NCC-74438, NCC-74439",,3607188867,Enterprise
1992 Oldsmobile 88 Regal,80300,POLICE STATE DRUG FUND,1/30/2014,$410.00 ,,,Money Order,Enterprise
1988 Buick LeSabre,80301,POLICE STATE DRUG FUND,1/30/2014,$308.00 ,,,Cashiers Check,Enterprise
2004 Chevrolet Tahoe,80303,DRUG TASK FORCE,1/30/2014,"$5,050.01 ",TF-312-063,,3605641988,Enterprise
2002 Nissan Altima,80304,DRUG TASK FORCE,1/30/2014,"$3,225.00 ",TF-312-062,,3605355075,Enterprise
"JVC 42"" LCD Flat Screen TV",80305,DRUG TASK FORCE,2/3/2014,$230.01 ,TF--312-001,,Money Order,Enterprise
"LG 50"" Plasma Flat Screen TV",80306,DRUG TASK FORCE,2/3/2014,$360.00 ,TF-312-018,,3605429853,Enterprise
"Sony 46"" LCD Flat Screen TV",80307,DRUG TASK FORCE,2/3/2014,$241.00 ,TF-312-040,,Money Order,Enterprise
"Samsung 22"" LCD Flat Screen TV",80308,DRUG TASK FORCE,2/3/2014,$103.00 ,TF-312-021,,3605517596,Enterprise
Couch,80310,DRUG TASK FORCE,2/3/2014,$62.00 ,TF-312-020,,Money Order,Enterprise
Wooden Cabinet,80311,DRUG TASK FORCE,2/3/2014,$145.00 ,TF-312-027,,Cashiers Check,Enterprise
Table w/4 Chairs,80312,DRUG TASK FORCE,2/3/2014,$126.00 ,TF-312-028,,3605429872,Enterprise
6 Dining Chairs,80313,DRUG TASK FORCE,2/3/2014,$209.33 ,TF-312-029,,Cashiers Check,Enterprise
"2 JL Audio W7 13"" Subwoofers",80315,DRUG TASK FORCE,2/3/2014,$630.89 ,TF-312-025,,Cashiers Check,Enterprise
Large Mirror,80316,DRUG TASK FORCE,2/3/2014,$62.00 ,TF-312-026,,3605429892,Enterprise
Small Louis Vuitton Duffel Bag,80318,DRUG TASK FORCE,2/3/2014,$490.00 ,TF-312-061,,Cashiers Check,Enterprise
Louis Vuitton Purse,80319,DRUG TASK FORCE,2/3/2014,$625.00 ,TF-312-046A,,3605427095,Enterprise
Zebco Fishing Pole,80324,DRUG TASK FORCE,2/3/2014,$11.00 ,TF-312-030A,,3605657969,Enterprise
Tiger Fishing Pole w/Zebco Reel,80325,DRUG TASK FORCE,2/3/2014,$25.01 ,TF-312-030B,,3605657977,Enterprise
Nautica Suitcase,80326,DRUG TASK FORCE,2/3/2014,$41.69 ,TF-312-053A,,3605646689,Enterprise
Nautica Suitcase,80327,DRUG TASK FORCE,2/3/2014,$34.57 ,TF-312-053B,,3605918780,Enterprise
iPhone 5,80329,DRUG TASK FORCE,2/3/2014,$340.00 ,TF-312-007,,Money Order,Enterprise
Canon Digital Camera,80330,DRUG TASK FORCE,2/3/2014,$32.00 ,TF-312-037,,3605696928,Enterprise
Fur Coat,80331,DRUG TASK FORCE,2/3/2014,$330.00 ,TF-312-047,,Money Order,Enterprise
Canon Pixma Wireless Printer,80332,DRUG TASK FORCE,2/3/2014,$185.00 ,TF-312-044,,3605692616,Enterprise
Conair Steam Cleaner,80333,DRUG TASK FORCE,2/3/2014,$27.00 ,TF-312-058,,3605608063,Enterprise
King Size Comforter Set,80334,DRUG TASK FORCE,2/3/2014,$140.02 ,TF-312-055,,3605432246,Enterprise
Toshiba Laptop,80335,DRUG TASK FORCE,2/3/2014,$155.00 ,TF-312-002,,3605437992,Enterprise
Apple MacBook,80336,DRUG TASK FORCE,2/3/2014,$98.00 ,TF-312-038,,Money Order,Enterprise
Thruster Kids Bike,80338,POLICE VEHICLE IMPOUND,2/4/2014,$29.00 ,IM-111452,,3605618821,General Fund
Roadmaster 18-speed Bike,80339,POLICE VEHICLE IMPOUND,2/4/2014,$27.00 ,IM-112305,,3605692630,General Fund
10 Chairs,80340,NASHVILLE CONVENTION CTR,2/4/2014,$130.00 ,NCC-74904,,Cashiers Check,Enterprise
10 Chairs,80341,NASHVILLE CONVENTION CTR,2/4/2014,$99.00 ,NCC-74903,,Cashiers Check,Enterprise
10 Chairs,80342,NASHVILLE CONVENTION CTR,2/4/2014,$83.00 ,NCC-74902,,Cashiers Check,Enterprise
Round Table,80343,NASHVILLE CONVENTION CTR,2/4/2014,$8.00 ,NCC-74445,,3605608080,Enterprise
Round Table,80344,NASHVILLE CONVENTION CTR,2/4/2014,$11.00 ,NCC-74443,,3605608091,Enterprise
Bar Stool,80345,NASHVILLE CONVENTION CTR,2/4/2014,$2.00 ,NCC-74956,,3607073784,Enterprise
"Panasonic 20"" TV/VCR Combo",80346,WATER SERVICES,2/4/2014,$11.00 ,WS-74759,,3605517841,Enterprise
